Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0003354			NC_089039.1.g17639		NC_089038.1.g14671, NC_089038.1.g14894, NC_089039.1.g18522, NC_089040.1.g21792, NC_089042.1.g28089, NC_089045.1.g35206, NC_089045.1.g36467, NC_089045.1.g37164, NC_089046.1.g38977				2	0	
OG0003355			NC_089040.1.g22891, NC_089040.1.g22895, NC_089045.1.g36606		NC_089040.1.g22970, NC_089045.1.g36871	NC_089045.1.g37190		NC_089040.1.g22899, NC_089045.1.g36782, NC_089045.1.g36784, NC_089045.1.g36790	4	0	
OG0003357			NC_089044.1.g32216, NC_089044.1.g32217	NC_089044.1.g31974, NC_089044.1.g31975	NC_089044.1.g32385, NC_089044.1.g32386	NC_089044.1.g32677, NC_089044.1.g32678		NC_089044.1.g32354, NC_089044.1.g32355	5	0	
OG0003358				NC_089036.1.g7431, NC_089036.1.g7434, NC_089036.1.g7437, NC_089036.1.g7440		NC_089036.1.g7581, NC_089036.1.g7592		NC_089036.1.g7515, NC_089036.1.g7518, NC_089036.1.g7521, NC_089036.1.g7524	3	0	
OG0003359				NC_089043.1.g30882	NC_089038.1.g15696, NC_089038.1.g16562, NC_089043.1.g31268	NC_089038.1.g15862, NC_089043.1.g31592	NC_089038.1.g15678, NC_089038.1.g16557, NC_089043.1.g31071	NC_089038.1.g16568	5	0	
OG0003392	NC_089035.1.g1397	NC_089042.1.g28657	NC_089035.1.g1353, NC_089044.1.g33138	NC_089042.1.g28407, NC_089044.1.g32885	NC_089042.1.g28763			NC_089042.1.g28736, NC_089044.1.g33290	5	1	
OG0003417	NC_089035.1.g2557, NC_089042.1.g29068	NC_089042.1.g28900	NC_089042.1.g28915		NC_089035.1.g2523, NC_089042.1.g29002	NC_089035.1.g2570, NC_089042.1.g29246		NC_089035.1.g2507	5	1	
OG0003436	NC_089035.1.g3401, NC_089043.1.g30840		NC_089036.1.g6749	NC_089043.1.g29873		NC_089036.1.g6807, NC_089043.1.g30533, NC_089043.1.g30760	NC_089043.1.g30170	NC_089043.1.g30336	5	1	
OG0003442	NC_089035.1.g3810, NC_089035.1.g3811	NC_089035.1.g3807, NC_089035.1.g3808	NC_089035.1.g3809		NC_089035.1.g3793, NC_089035.1.g3794			NC_089035.1.g3778, NC_089035.1.g3779	4	1	
OG0003446	NC_089035.1.g3971			NC_089036.1.g8306, NC_089036.1.g8307, NC_089038.1.g14502		NC_089039.1.g17985	NC_089037.1.g13612, NC_089038.1.g14522, NC_089039.1.g17765	NC_089039.1.g17790	4	1	
OG0003454	NC_089035.1.g4424, NC_089043.1.g31071, NC_089044.1.g33087		NC_089035.1.g4421, NC_089038.1.g14767		NC_089035.1.g4404		NC_089035.1.g4375	NC_089035.1.g4388, NC_089043.1.g30986	4	1	
OG0003456	NC_089035.1.g4577		NC_089035.1.g4579	NC_089035.1.g4503	NC_089035.1.g4558, NC_089044.1.g34382	NC_089035.1.g4617, NC_089042.1.g30151, NC_089044.1.g34701	NC_089044.1.g34144		5	1	
OG0003467	NC_089035.1.g5062, NC_089038.1.g16289			NC_089035.1.g4986, NC_089038.1.g16151	NC_089035.1.g5044, NC_089038.1.g16242			NC_089035.1.g5024, NC_089038.1.g16248, NC_089041.1.g23909	3	1	
OG0003475	NC_089036.1.g5388, NC_089039.1.g20228		NC_089039.1.g20131	NC_089039.1.g20053	NC_089036.1.g5384, NC_089039.1.g20189	NC_089036.1.g5445, NC_089039.1.g20402	NC_089039.1.g20139		5	1	
OG0003480	NC_089036.1.g6027, NC_089046.1.g38018		NC_089038.1.g17348, NC_089046.1.g37787	NC_089039.1.g19131	NC_089040.1.g23017, NC_089044.1.g32259, NC_089046.1.g38044		NC_089036.1.g6488		4	1	
OG0003491	NC_089036.1.g6565, NC_089043.1.g30399	NC_089043.1.g30252		NC_089036.1.g6493, NC_089042.1.g27128, NC_089043.1.g29983	NC_089036.1.g6547	NC_089036.1.g6645		NC_089043.1.g30333	5	1	
OG0003497	NC_089036.1.g6819, NC_089036.1.g7147	NC_089042.1.g28191	NC_089042.1.g28209, NC_089042.1.g28210	NC_089035.1.g1876, NC_089044.1.g32640	NC_089044.1.g33080		NC_089046.1.g38183		5	1	
OG0003521	NC_089036.1.g8111	NC_089036.1.g8081, NC_089041.1.g24931, NC_089045.1.g36769		NC_089035.1.g2765	NC_089036.1.g8086, NC_089037.1.g11347, NC_089045.1.g36954	NC_089045.1.g37279			4	1	
OG0003526	NC_089036.1.g8306, NC_089045.1.g36819	NC_089036.1.g8324	NC_089036.1.g8310		NC_089045.1.g36852	NC_089036.1.g8384, NC_089045.1.g37169	NC_089036.1.g8320, NC_089045.1.g36564		5	1	
OG0003537	NC_089036.1.g8796, NC_089041.1.g24275, NC_089045.1.g34585	NC_089041.1.g24101		NC_089036.1.g8717, NC_089041.1.g23946	NC_089041.1.g24222	NC_089041.1.g24423	NC_089041.1.g24082		5	1	
OG0003556	NC_089037.1.g9657, NC_089038.1.g14607, NC_089044.1.g34392	NC_089038.1.g14516	NC_089038.1.g14540, NC_089044.1.g34176		NC_089038.1.g14549, NC_089044.1.g34412			NC_089044.1.g34387	4	1	
OG0003571	NC_089037.1.g10853, NC_089037.1.g11421		NC_089037.1.g10815	NC_089037.1.g10772, NC_089037.1.g11316	NC_089037.1.g10828	NC_089037.1.g10943		NC_089037.1.g10865, NC_089037.1.g11427	5	1	
OG0003576	NC_089037.1.g11005, NC_089039.1.g19073		NC_089039.1.g18961	NC_089037.1.g10921, NC_089039.1.g18898	NC_089039.1.g19020	NC_089037.1.g11093, NC_089039.1.g19234	NC_089039.1.g19002		5	1	
OG0003593	NC_089037.1.g11778, NC_089044.1.g32592		NC_089037.1.g11733	NC_089037.1.g11671	NC_089037.1.g11743, NC_089044.1.g32580	NC_089037.1.g11855, NC_089044.1.g32880	NC_089044.1.g32350		5	1	
OG0003605	NC_089037.1.g12359	NC_089037.1.g12281, NC_089042.1.g29290		NC_089035.1.g1432		NC_089037.1.g12450	NC_089037.1.g12282, NC_089042.1.g29237	NC_089037.1.g12349, NC_089042.1.g29373	5	1	
OG0003618	NC_089037.1.g13238	NC_089037.1.g13164	NC_089037.1.g13202, NC_089045.1.g34986	NC_089037.1.g13131, NC_089045.1.g34778	NC_089037.1.g13205	NC_089037.1.g13340, NC_089045.1.g35547			5	1	
OG0003621	NC_089037.1.g13403	NC_089037.1.g13315	NC_089037.1.g13355, NC_089041.1.g26480		NC_089037.1.g13352, NC_089041.1.g26601	NC_089037.1.g13507		NC_089037.1.g13397, NC_089041.1.g26530	5	1	
OG0003628	NC_089037.1.g13734, NC_089041.1.g26630	NC_089037.1.g13635, NC_089041.1.g26481	NC_089041.1.g26472	NC_089037.1.g13619, NC_089041.1.g26276			NC_089041.1.g26438	NC_089041.1.g26522	5	1	
OG0003637	NC_089038.1.g14264	NC_089038.1.g14138, NC_089038.1.g14154	NC_089038.1.g14189	NC_089038.1.g14493	NC_089038.1.g14180	NC_089038.1.g14348, NC_089038.1.g14364, NC_089038.1.g14738			5	1	
OG0003641	NC_089038.1.g14525, NC_089044.1.g33180	NC_089044.1.g33075	NC_089038.1.g14455, NC_089044.1.g33010	NC_089038.1.g14389	NC_089038.1.g14458, NC_089044.1.g33205			NC_089044.1.g33157	5	1	
OG0003645	NC_089038.1.g14616, NC_089042.1.g28037		NC_089038.1.g14552, NC_089039.1.g18052, NC_089042.1.g27892				NC_089038.1.g14558, NC_089042.1.g27855	NC_089038.1.g14620, NC_089042.1.g27942	3	1	
OG0003660	NC_089038.1.g14947, NC_089038.1.g14991	NC_089038.1.g14849	NC_089038.1.g14871, NC_089038.1.g14915		NC_089038.1.g14889, NC_089038.1.g14937		NC_089038.1.g14879	NC_089038.1.g14942	5	1	
OG0003730	NC_089039.1.g20293, NC_089039.1.g20306	NC_089039.1.g20150, NC_089039.1.g20163		NC_089039.1.g20119	NC_089039.1.g20258, NC_089039.1.g20271		NC_089039.1.g20197, NC_089039.1.g20208		4	1	
OG0003733	NC_089039.1.g20493	NC_089039.1.g20348, NC_089039.1.g20349	NC_089039.1.g20393, NC_089039.1.g20394	NC_089039.1.g20320	NC_089039.1.g20450, NC_089039.1.g20451	NC_089039.1.g20663			5	1	
OG0003736	NC_089039.1.g20568, NC_089045.1.g37137		NC_089039.1.g20471, NC_089045.1.g36900	NC_089039.1.g20397, NC_089044.1.g33054, NC_089045.1.g36617		NC_089039.1.g20738	NC_089045.1.g36884		4	1	
OG0003737	NC_089039.1.g20605	NC_089039.1.g20465	NC_089039.1.g20510	NC_089039.1.g20434		NC_089039.1.g20776, NC_089042.1.g29047, NC_089045.1.g36599	NC_089039.1.g20498, NC_089042.1.g28660		5	1	
OG0003749	NC_089040.1.g21394, NC_089044.1.g33607	NC_089044.1.g33480	NC_089044.1.g33409	NC_089040.1.g21204, NC_089044.1.g33187	NC_089044.1.g33630		NC_089040.1.g21278, NC_089044.1.g33385		5	1	
OG0003751	NC_089040.1.g21439, NC_089040.1.g21444	NC_089040.1.g21289, NC_089040.1.g21294			NC_089039.1.g17832, NC_089040.1.g21401, NC_089040.1.g21406		NC_089040.1.g21324, NC_089040.1.g21329		3	1	
OG0003754	NC_089040.1.g21629	NC_089035.1.g729, NC_089040.1.g21468			NC_089035.1.g699	NC_089040.1.g21782	NC_089035.1.g702, NC_089040.1.g21508	NC_089035.1.g249, NC_089035.1.g710	5	1	
OG0003758	NC_089040.1.g21800, NC_089042.1.g29074	NC_089040.1.g21640	NC_089040.1.g21695	NC_089040.1.g21586, NC_089042.1.g28644		NC_089040.1.g21954, NC_089042.1.g29252	NC_089040.1.g21681		5	1	
OG0003772	NC_089040.1.g22477	NC_089040.1.g22318, NC_089042.1.g27740, NC_089042.1.g27752		NC_089040.1.g22204	NC_089040.1.g22436		NC_089040.1.g22329	NC_089040.1.g22368, NC_089042.1.g27822	5	1	
OG0003785	NC_089040.1.g22943	NC_089040.1.g22775, NC_089044.1.g32836	NC_089044.1.g32779			NC_089040.1.g23119, NC_089044.1.g33267	NC_089044.1.g32715	NC_089040.1.g22826, NC_089044.1.g32910	5	1	
OG0003799	NC_089040.1.g23918, NC_089040.1.g23938, NC_089040.1.g23949	NC_089040.1.g23750, NC_089040.1.g23769, NC_089040.1.g23780		NC_089040.1.g23617, NC_089040.1.g23634, NC_089040.1.g23644					2	1	
OG0003815	NC_089041.1.g25116, NC_089041.1.g25117, NC_089042.1.g29955		NC_089036.1.g6894, NC_089036.1.g7875, NC_089043.1.g30172	NC_089041.1.g24802			NC_089041.1.g24930, NC_089041.1.g24931		3	1	
OG0003872	NC_089042.1.g27923			NC_089042.1.g27580	NC_089042.1.g27873, NC_089042.1.g27875	NC_089042.1.g28124	NC_089042.1.g27751, NC_089042.1.g27754, NC_089042.1.g27762	NC_089042.1.g27831	5	1	
OG0003905	NC_089043.1.g30089	NC_089039.1.g18628, NC_089042.1.g29041	NC_089042.1.g29055	NC_089039.1.g18634, NC_089041.1.g24861	NC_089042.1.g29148	NC_089041.1.g25342, NC_089043.1.g30312			5	1	
OG0003908	NC_089043.1.g30153	NC_089043.1.g29995, NC_089044.1.g32858		NC_089043.1.g29732, NC_089043.1.g29733	NC_089044.1.g32974	NC_089043.1.g30382	NC_089043.1.g29927, NC_089044.1.g32735		5	1	
OG0003958	NC_089044.1.g33436					NC_089044.1.g33774, NC_089044.1.g33777	NC_089044.1.g33217, NC_089044.1.g33219, NC_089044.1.g33227, NC_089044.1.g33228	NC_089044.1.g33430, NC_089044.1.g33438	3	1	
OG0003980	NC_089045.1.g35044, NC_089046.1.g37416, NC_089046.1.g38865			NC_089046.1.g36880, NC_089046.1.g38330		NC_089046.1.g37773, NC_089046.1.g39270	NC_089046.1.g38588	NC_089046.1.g37354	4	1	
OG0004008	NC_089045.1.g36949	NC_089045.1.g34859			NC_089039.1.g18601, NC_089045.1.g36981	NC_089039.1.g18800, NC_089040.1.g22440, NC_089045.1.g37312	NC_089045.1.g36702	NC_089045.1.g36905	5	1	
OG0004009	NC_089045.1.g37069		NC_089045.1.g36837		NC_089040.1.g21059, NC_089045.1.g37092	NC_089045.1.g37434, NC_089045.1.g37435, NC_089045.1.g37437	NC_089045.1.g36813	NC_089045.1.g37024	5	1	
OG0004020	NC_089046.1.g37743	NC_089036.1.g6519, NC_089041.1.g26972, NC_089045.1.g35609		NC_089046.1.g37211		NC_089038.1.g14848, NC_089046.1.g38112, NC_089046.1.g39307		NC_089043.1.g31332	4	1	
OG0004059		NC_089035.1.g68, NC_089042.1.g27321	NC_089035.1.g68, NC_089042.1.g27167			NC_089035.1.g73, NC_089042.1.g27674	NC_089035.1.g69, NC_089042.1.g27126	NC_089042.1.g27382	5	0	
OG0004061		NC_089035.1.g1771, NC_089035.1.g2557, NC_089035.1.g5060				NC_089035.1.g1992, NC_089035.1.g3343, NC_089035.1.g3344	NC_089041.1.g26561, NC_089045.1.g36452	NC_089041.1.g26648	4	0	
OG0004062		NC_089035.1.g2552, NC_089040.1.g20826	NC_089035.1.g2556, NC_089040.1.g20879		NC_089040.1.g20949	NC_089040.1.g21148		NC_089035.1.g2533, NC_089035.1.g4509, NC_089040.1.g20893	5	0	
OG0004063		NC_089035.1.g2652, NC_089036.1.g8703, NC_089038.1.g14693, NC_089042.1.g28009	NC_089035.1.g2655, NC_089036.1.g8686	NC_089035.1.g2627, NC_089036.1.g8647, NC_089042.1.g27813					3	0	
OG0004069		NC_089037.1.g10496, NC_089038.1.g16723, NC_089040.1.g21349	NC_089037.1.g10488, NC_089038.1.g16775, NC_089040.1.g21392				NC_089037.1.g10502, NC_089038.1.g16797, NC_089040.1.g21384		3	0	
OG0004070		NC_089038.1.g14186, NC_089038.1.g14193, NC_089038.1.g14203			NC_089038.1.g14223, NC_089038.1.g14241		NC_089038.1.g14221, NC_089038.1.g14238	NC_089038.1.g14281, NC_089038.1.g14295	4	0	
OG0004074		NC_089039.1.g18592, NC_089045.1.g36367			NC_089039.1.g18717, NC_089045.1.g36560	NC_089039.1.g18922, NC_089045.1.g36880	NC_089039.1.g18693	NC_089039.1.g18723, NC_089045.1.g36482	5	0	
OG0004080		NC_089041.1.g24904	NC_089041.1.g24914, NC_089043.1.g30344			NC_089041.1.g25227, NC_089043.1.g30764, NC_089044.1.g33111	NC_089041.1.g24879	NC_089041.1.g24932, NC_089044.1.g32763	5	0	
OG0004088		NC_089044.1.g33331, NC_089046.1.g39167, NC_089046.1.g39168		NC_089039.1.g19416, NC_089041.1.g24810, NC_089043.1.g30008		NC_089039.1.g19759, NC_089046.1.g39716	NC_089046.1.g39023		4	0	
OG0004093		NC_089045.1.g36296, NC_089045.1.g36299, NC_089045.1.g36302	NC_089045.1.g36223, NC_089045.1.g36226, NC_089045.1.g36228		NC_089045.1.g36486, NC_089045.1.g36488, NC_089045.1.g36491				3	0	
OG0004097			NC_089035.1.g4512, NC_089037.1.g10013, NC_089037.1.g10695		NC_089035.1.g4496, NC_089037.1.g10029, NC_089037.1.g10708		NC_089035.1.g4468, NC_089037.1.g10016, NC_089037.1.g10710		3	0	
OG0004098			NC_089038.1.g17364, NC_089039.1.g17896, NC_089039.1.g20060, NC_089042.1.g27817				NC_089038.1.g17373, NC_089039.1.g17916, NC_089039.1.g20062, NC_089042.1.g27784, NC_089045.1.g36919		2	0	
OG0004099			NC_089040.1.g22562, NC_089045.1.g36023, NC_089046.1.g38694				NC_089040.1.g22522, NC_089045.1.g35999, NC_089046.1.g38648	NC_089040.1.g22563, NC_089045.1.g36235, NC_089046.1.g38871	3	0	
OG0004100			NC_089041.1.g25688, NC_089042.1.g29072		NC_089040.1.g23488, NC_089042.1.g29167	NC_089042.1.g29407	NC_089040.1.g23370, NC_089042.1.g29009	NC_089040.1.g23411, NC_089042.1.g29138	5	0	
OG0004101			NC_089045.1.g36022, NC_089045.1.g36190				NC_089044.1.g32054, NC_089045.1.g35998, NC_089045.1.g36162	NC_089044.1.g32264, NC_089045.1.g36234, NC_089045.1.g36398, NC_089046.1.g38870	3	0	
OG0004102				NC_089035.1.g3531, NC_089037.1.g13857, NC_089038.1.g16283, NC_089038.1.g16607, NC_089040.1.g21332, NC_089042.1.g28848, NC_089043.1.g30905, NC_089043.1.g31008		NC_089038.1.g16559			2	0	
OG0004103				NC_089035.1.g5211, NC_089042.1.g28892	NC_089042.1.g29267	NC_089035.1.g5333, NC_089042.1.g29516	NC_089035.1.g1193, NC_089042.1.g29107	NC_089035.1.g1195, NC_089042.1.g29236	5	0	
OG0004104				NC_089043.1.g31094, NC_089043.1.g31097, NC_089043.1.g31100			NC_089043.1.g31281, NC_089043.1.g31284, NC_089043.1.g31287	NC_089043.1.g31455, NC_089043.1.g31458, NC_089043.1.g31461	3	0	
OG0004105					NC_089035.1.g1946, NC_089035.1.g994, NC_089040.1.g22997, NC_089041.1.g24038, NC_089045.1.g35951	NC_089035.1.g1991, NC_089041.1.g25867	NC_089038.1.g15873, NC_089041.1.g25483		3	0	
OG0004106					NC_089036.1.g8960, NC_089038.1.g14804, NC_089039.1.g17815, NC_089040.1.g22057, NC_089043.1.g30450, NC_089046.1.g38915, NC_089046.1.g39064		NC_089038.1.g17069	NC_089038.1.g17092	3	0	
OG0004533	NC_089035.1.g645, NC_089046.1.g38635	NC_089035.1.g648, NC_089046.1.g38484	NC_089035.1.g619, NC_089046.1.g38387		NC_089035.1.g619, NC_089046.1.g38681				3	1	
OG0004647	NC_089035.1.g811, NC_089042.1.g29716	NC_089035.1.g813, NC_089042.1.g29565	NC_089035.1.g784, NC_089042.1.g29588	NC_089035.1.g811			NC_089035.1.g787		4	1	
OG0005162	NC_089035.1.g1587, NC_089041.1.g25696	NC_089038.1.g14949, NC_089038.1.g14950	NC_089041.1.g25534	NC_089041.1.g25358			NC_089041.1.g25480	NC_089041.1.g25570	5	1	
OG0005261	NC_089035.1.g1790, NC_089037.1.g11819		NC_089037.1.g11775		NC_089035.1.g1748, NC_089046.1.g39703	NC_089035.1.g1796, NC_089046.1.g40062		NC_089046.1.g39592	4	1	
OG0005278	NC_089035.1.g1831, NC_089040.1.g22443, NC_089045.1.g36254	NC_089040.1.g22322				NC_089045.1.g35843	NC_089040.1.g22333	NC_089045.1.g35495, NC_089045.1.g36229	4	1	
OG0005539	NC_089035.1.g2302	NC_089042.1.g28510	NC_089035.1.g2264, NC_089042.1.g28530	NC_089035.1.g2261		NC_089035.1.g2308, NC_089040.1.g23592	NC_089042.1.g28470		5	1	
OG0005623	NC_089035.1.g2446		NC_089035.1.g2407	NC_089035.1.g2398, NC_089045.1.g35070	NC_089035.1.g2400	NC_089035.1.g2454, NC_089045.1.g35862		NC_089035.1.g2387	5	1	
OG0005625	NC_089035.1.g2452, NC_089042.1.g28626	NC_089038.1.g14218	NC_089038.1.g15070		NC_089045.1.g36632	NC_089038.1.g15276, NC_089043.1.g30595	NC_089035.1.g1940		5	1	
OG0006113	NC_089035.1.g3160, NC_089035.1.g3161, NC_089045.1.g35125	NC_089035.1.g3160		NC_089035.1.g3115	NC_089035.1.g3157	NC_089035.1.g3193		NC_089035.1.g3131	5	1	
OG0006407	NC_089035.1.g3598, NC_089042.1.g28247, NC_089042.1.g29601, NC_089046.1.g37539	NC_089035.1.g3588, NC_089042.1.g29442				NC_089035.1.g3627, NC_089042.1.g29806			2	1	
OG0006574	NC_089035.1.g3809	NC_089035.1.g3806	NC_089035.1.g3807, NC_089035.1.g3808		NC_089035.1.g3791, NC_089035.1.g3792		NC_089035.1.g3774	NC_089035.1.g3777	5	1	
OG0006936	NC_089035.1.g4366, NC_089036.1.g8999		NC_089035.1.g4358	NC_089036.1.g8921	NC_089035.1.g4345	NC_089035.1.g4404, NC_089036.1.g9086		NC_089035.1.g4321	5	1	
OG0007433	NC_089035.1.g5029	NC_089035.1.g5015		NC_089035.1.g4952, NC_089035.1.g4960	NC_089035.1.g5012	NC_089035.1.g5078		NC_089035.1.g4991, NC_089035.1.g4999	5	1	
OG0007658	NC_089036.1.g5367	NC_089035.1.g4400	NC_089035.1.g4409, NC_089036.1.g5368		NC_089036.1.g5363	NC_089036.1.g5423		NC_089035.1.g4376, NC_089036.1.g5338	5	1	
OG0008506	NC_089036.1.g6684			NC_089036.1.g6615, NC_089044.1.g31962	NC_089036.1.g6666	NC_089036.1.g6766	NC_089036.1.g6637	NC_089036.1.g6688, NC_089044.1.g32341	5	1	
OG0009412	NC_089036.1.g8215, NC_089039.1.g19958	NC_089036.1.g8185, NC_089039.1.g19803		NC_089039.1.g19784	NC_089036.1.g8191	NC_089036.1.g8291, NC_089039.1.g20123			4	1	
OG0009473	NC_089036.1.g8300, NC_089040.1.g22815	NC_089040.1.g22652			NC_089040.1.g22784	NC_089036.1.g8379, NC_089040.1.g22995	NC_089040.1.g22660	NC_089040.1.g22702	5	1	
OG0009663	NC_089036.1.g8563, NC_089040.1.g23266	NC_089036.1.g8542, NC_089040.1.g23107		NC_089036.1.g8484	NC_089036.1.g8536, NC_089037.1.g11443	NC_089036.1.g8646			4	1	
OG0009997	NC_089036.1.g9012	NC_089036.1.g8998	NC_089036.1.g8978, NC_089036.1.g8980, NC_089036.1.g8983		NC_089036.1.g8986		NC_089036.1.g8989	NC_089036.1.g9014	5	1	
OG0010135	NC_089036.1.g9212, NC_089041.1.g25554			NC_089036.1.g9136		NC_089036.1.g9301, NC_089041.1.g25723	NC_089036.1.g9175, NC_089041.1.g25351	NC_089041.1.g25424	4	1	
OG0010813	NC_089037.1.g10143, NC_089043.1.g30329	NC_089037.1.g10114	NC_089037.1.g10108			NC_089037.1.g10242	NC_089037.1.g10111, NC_089043.1.g30108	NC_089037.1.g10149	5	1	
OG0011539	NC_089037.1.g11148	NC_089037.1.g11090, NC_089046.1.g38582		NC_089037.1.g11047		NC_089037.1.g10630, NC_089046.1.g39130	NC_089037.1.g11095	NC_089037.1.g11140	5	1	
OG0012203	NC_089037.1.g12255, NC_089037.1.g12267, NC_089041.1.g25777, NC_089045.1.g35351, NC_089045.1.g36331, NC_089046.1.g37966	NC_089041.1.g25605				NC_089045.1.g35682			2	1	
OG0012205	NC_089037.1.g12261, NC_089045.1.g35676		NC_089037.1.g12215	NC_089037.1.g12151		NC_089037.1.g12353, NC_089045.1.g36028	NC_089037.1.g12181	NC_089037.1.g12255	5	1	
OG0012759	NC_089037.1.g13056, NC_089038.1.g14716		NC_089037.1.g13012, NC_089038.1.g14647	NC_089037.1.g12944		NC_089037.1.g13150	NC_089037.1.g13000	NC_089037.1.g13059	5	1	
OG0012938	NC_089037.1.g13291	NC_089037.1.g13217	NC_089037.1.g13257				NC_089037.1.g13241, NC_089038.1.g14765	NC_089037.1.g13298, NC_089038.1.g14828, NC_089044.1.g33058	4	1	
OG0013919	NC_089038.1.g15117, NC_089041.1.g24617	NC_089038.1.g15004		NC_089038.1.g14979, NC_089041.1.g24303	NC_089038.1.g15054	NC_089041.1.g24770	NC_089038.1.g15058		5	1	
OG0014982	NC_089038.1.g16707		NC_089038.1.g16609, NC_089039.1.g20439		NC_089039.1.g20497	NC_089038.1.g16839, NC_089039.1.g20706	NC_089038.1.g16643, NC_089039.1.g20428		4	1	
OG0016024	NC_089039.1.g18207, NC_089040.1.g22285	NC_089040.1.g22134	NC_089040.1.g22181	NC_089039.1.g18049		NC_089040.1.g22466		NC_089039.1.g18151, NC_089040.1.g22190	5	1	
OG0016158	NC_089039.1.g18439, NC_089042.1.g27999		NC_089039.1.g18336, NC_089042.1.g27853	NC_089039.1.g18271	NC_089042.1.g27952		NC_089042.1.g27820	NC_089042.1.g27911	5	1	
OG0016378	NC_089039.1.g18856		NC_089039.1.g18739	NC_089039.1.g18688	NC_089039.1.g18804, NC_089039.1.g18805	NC_089039.1.g19012, NC_089039.1.g19013	NC_089039.1.g18785		5	1	
OG0016604	NC_089039.1.g19267	NC_089039.1.g19105	NC_089040.1.g20669, NC_089043.1.g30647		NC_089039.1.g19208, NC_089043.1.g30772	NC_089039.1.g19429		NC_089039.1.g19204	5	1	
OG0017837	NC_089040.1.g21132		NC_089045.1.g35169	NC_089045.1.g34940	NC_089040.1.g21104	NC_089040.1.g21301, NC_089045.1.g35725	NC_089035.1.g2617, NC_089040.1.g21022		5	1	
OG0018344	NC_089040.1.g22054	NC_089042.1.g27649	NC_089040.1.g21943	NC_089040.1.g21816	NC_089040.1.g22017, NC_089042.1.g27766		NC_089040.1.g21912, NC_089042.1.g27642		5	1	
OG0018418	NC_089040.1.g22190, NC_089041.1.g24921, NC_089043.1.g30786		NC_089040.1.g22080, NC_089041.1.g24763		NC_089041.1.g24867	NC_089041.1.g25067		NC_089041.1.g24775	4	1	
OG0018525	NC_089040.1.g22403		NC_089038.1.g14163	NC_089041.1.g24073, NC_089041.1.g24753		NC_089043.1.g30485, NC_089044.1.g33728		NC_089035.1.g1783, NC_089038.1.g14211	4	1	
OG0018535	NC_089040.1.g22429, NC_089045.1.g37040		NC_089040.1.g22308, NC_089045.1.g36812	NC_089040.1.g22165	NC_089040.1.g22393	NC_089040.1.g22591, NC_089045.1.g37410			4	1	
OG0018614	NC_089040.1.g22587						NC_089036.1.g6511, NC_089039.1.g18431, NC_089040.1.g22232, NC_089040.1.g22439, NC_089041.1.g25360, NC_089042.1.g28521	NC_089041.1.g25264	2	1	
OG0018648	NC_089040.1.g22674, NC_089042.1.g27804			NC_089040.1.g22388, NC_089042.1.g27457		NC_089040.1.g22837, NC_089042.1.g28001	NC_089040.1.g22509, NC_089042.1.g27631		3	1	
OG0018900	NC_089040.1.g23140		NC_089040.1.g23021, NC_089040.1.g23415	NC_089040.1.g22840, NC_089040.1.g23243	NC_089040.1.g23107	NC_089040.1.g23320, NC_089040.1.g23718			4	1	
OG0018987	NC_089040.1.g23280, NC_089042.1.g27992, NC_089042.1.g27993		NC_089042.1.g27847	NC_089042.1.g27644, NC_089042.1.g27645	NC_089042.1.g27945		NC_089042.1.g27814		4	1	
OG0019567	NC_089041.1.g24160, NC_089041.1.g24164	NC_089041.1.g23990, NC_089041.1.g23994				NC_089041.1.g24324, NC_089041.1.g24328		NC_089041.1.g24030, NC_089041.1.g24034	3	1	
OG0020055	NC_089041.1.g24986, NC_089041.1.g24987	NC_089041.1.g24807, NC_089041.1.g24809			NC_089041.1.g24930, NC_089041.1.g24932			NC_089041.1.g24837, NC_089041.1.g24839	3	1	
OG0020096	NC_089041.1.g25051	NC_089041.1.g24876, NC_089041.1.g24877		NC_089041.1.g24729	NC_089041.1.g24998	NC_089041.1.g25199	NC_089041.1.g24852, NC_089041.1.g24853		5	1	
OG0020268	NC_089041.1.g25347, NC_089043.1.g30503			NC_089041.1.g25033, NC_089043.1.g30079	NC_089045.1.g36139	NC_089041.1.g25515, NC_089043.1.g30747		NC_089035.1.g891	4	1	
OG0020281	NC_089041.1.g25371			NC_089041.1.g25059	NC_089035.1.g454, NC_089038.1.g14309	NC_089041.1.g25541	NC_089035.1.g455, NC_089038.1.g14313	NC_089035.1.g461	5	1	
OG0021705	NC_089042.1.g27632			NC_089042.1.g27273, NC_089042.1.g27274, NC_089042.1.g27275			NC_089042.1.g27429, NC_089042.1.g27430, NC_089042.1.g27431, NC_089042.1.g27446		2	1	
OG0021782	NC_089042.1.g27755		NC_089036.1.g7222, NC_089042.1.g27600	NC_089036.1.g7178, NC_089042.1.g27406	NC_089036.1.g7248, NC_089042.1.g27698	NC_089042.1.g27945			4	1	
OG0021959	NC_089042.1.g28138, NC_089042.1.g28143		NC_089042.1.g27988, NC_089042.1.g27991				NC_089042.1.g27951, NC_089042.1.g27954	NC_089042.1.g28043, NC_089042.1.g28046	3	1	
